id,name,description,price_sek,price_eur,category,brand,country,volume,alcohol_percentage,image_url,in_stock,article_number,detailed_title
109662,Château La Picherie Les Marronniers,"Rodolphe Guimberteau bought Château La Picherie  in 1997, made up of six hectares.The Château is located in the Montagne-Saint-Émilion protected designation area, on the right bank of the Gironde estuary.Their neighbours include prestigious designations such as Pomerol and Saint-Émilion.Rodolphe is  a nurseryman, meaning he creates vine stocks and sell them to other winegrowers so that they can use them in their vineyard, that’s the very first step.It’s also the story of an union between Merlot, the grape variety, and the terroir, the clay-limestone soil of the Saint-Émilion region, which gives the Château La Picherie  a very intense,deeply coloured wine with a silky, elegant, almost creamy taste.This  is a wine for a pleasant moment with friends.",21.5,,,Château La Picherie,,,,/owif/images/109662?size=300,,,Pardon Our Interruption
219597,Château Lange Réglat Sauternes,,18.95,,,Bernard Réglat ,,,,/owif/images/219597?size=300,,,Pardon Our Interruption
109656,Château Le Coteau Cuvée Graveline,"Château Le Coteau is a family-owned property. Today, Eric Léglise  grows 12 hectares of vines, the terroir being a Graves terroir, that of the Grands Crus.Weed killer has never been used, so the native flora grows naturally and bees and other pollinating insects come to gather pollen and nectar in his vines. He removes the grass by ploughing when necessary, when it becomes too invasive. These are natural methods which encourage biodiversity.The Château Le Coteau wine is an extremely elegant, fine wine which is very aromatic with plenty of fruit and can be kept for many years.Eric is passionate about his wine and always has been down the generations from father to son. He respects the environment and   tries  to work in the best possible way to achieve the best possible wine.",39.5,,,Château Le Coteau,,,,/owif/images/109656?size=300,,,Pardon Our Interruption
109340,Chateau Marsac Seguineau,"Vingården Marsac Séguineau ligger i mitten av Marsac-platån, känd sedan 1700-talet för sin kvalitet, och omgiven av prestigefyllda appellation Margaux grannar.Den heraldiska kronan som pryder etiketten är greven av Robien som 1886 förenade cru-borgaren med andra lokala Marsac-tomter. Namnet Château Marsac Séguineau fick sitt första omnämnande i Crus Bourgeoissupérieur klassificering i den 6: E upplagan av Ferret 1893.Ruby i utseende med intensiva, lysande nyanser, avslöjar den mycket uttrycksfulla buketten hallon och mocka aromer när den virvlade. Vinet är gott och elegant med smakrika tanniner. En fräsch finish med lakrits och kakaomoner.",23.95,,,J.M. Cazes Sélection,,,,/owif/images/109340?size=300,,,Pardon Our Interruption
110146,Château Siaurac,,39.95,,,Château Siaurac,,,,/Dist/Img/new-taxfree/usercategory-7.png,,,Pardon Our Interruption
119918,Château Vitallis Saint-Véran,,31.95,,,Château Vitallis,,,,/owif/images/119918?size=300,,,Pardon Our Interruption
109104,Chill Out Cabernet Sauvignon Australia BIB,"Chill Out Cabernet är din torgne vän till kötträtter och ost.  Passar även bra till en stek, kyckling och krämig pasta. Vinet har en medelstor, mycket bärig doft med inslag av björnbär svarta vinbär, körsbär, mjölkchoklad och lakrits. Medelfyllig, kryddig och generös smak med toner av mörka frukter, fat, viol och lakrits.",19.5,,,Chill Out,,,,/owif/images/109104?size=300,,,Pardon Our Interruption
118372,Chill Out Chardonnay Australia BIB,"Chill Out Chardonnay har en stor, frisk, fruktig doft med inslag av melon och delikata kryddor. Vad mer kan du önska dej av ett vitt vin? Du får naturligtvis också ett medelfylligt, smakrikt och mjukt cremigt vin. Du kan avnjuta vinet med nästan vilken rätt som hellst - eller utan om du vill -viktigaste är att chilla med dina vänner!",19.5,,,Chill Out,,,,/owif/images/118372?size=300,,,Pardon Our Interruption
110168,Chronic Cellars Sir Real,"Legenden om Chronic Cellars började i Paso Robles runt 2004, när de ursprungliga grundarna Josh och Jake Beckett kombinerade sina vinframställningsfärdigheter med kvickhet och humor för att förvandla en idé till verklighet med två ton av det bästa – eller ""Chronic"". - druvor för framställning av vin av god kvalitet. Nästan 20 år senare, med en arsenal av utmärkelser och en originell attityd för att förvirra vinindustrin med sina exceptionella viner, görs Chronic Cellars viner fortfarande med iögonfallande djärva och färgglada etiketter som förklarar deras geniala namn.Druvor: 87% Cabernet Sauvignon, 9% Petite Sirah, 4% SyrahRegion: Alla druvor kommer från regionen Paso RoblesSenaste erkännanden:2021: 92 p & BEST BUY, WINE ENTHUSIAST,  92 p TASTING PANEL MAGAZINE2020: 93 p & EDITORS CHOICE, WINE ENTHUSIAST,  95 p & VALUE GOLD, DECANTER",20.95,,,Chronic Cellars,,,,/owif/images/110168?size=300,,,Pardon Our Interruption
110169,Chronic Cellars Suite Petite,"Legenden om Chronic Cellars började i Paso Robles runt 2004, när de ursprungliga grundarna Josh och Jake Beckett kombinerade sina vinframställningsfärdigheter med kvickhet och humor för att förvandla en idé till verklighet med två ton av det bästa – eller ""Chronic"". - druvor för framställning av vin av god kvalitet. Nästan 20 år senare, med en arsenal av utmärkelser och en originell attityd för att förvirra vinindustrin med sina exceptionella viner, görs Chronic Cellars viner fortfarande med iögonfallande djärva och färgglada etiketter som förklarar deras geniala namn.Genom att bara använda de bästa - eller ""kroniska"" - druvorna från varje års skörd skapar vi riktigt spännande blandningar gjorda med karaktär. Den kyliga atmosfären och äventyrliga smakprofilerna hos våra viner ger en helt kronisk upplevelse.Druvor: 90% Petite Sirah, 10% Syrah från Paso Robles-regionen91p Wine Enthusiast (2021 Vintage): ""Få varumärken kombinerar stil, substans och konsistens som det här.""",21.95,,,Chronic Cellars,,,,/owif/images/110169?size=300,,,Pardon Our Interruption
109951,Clay Creek Cabernet Sauvignon,,10.95,,,Clay Creek,,,,/owif/images/109951?size=300,,,Pardon Our Interruption
119420,Clay Creek Chardonnay,,10.95,,,Clay Creek,,,,/owif/images/119420?size=300,,,Pardon Our Interruption
109950,Clay Creek Pinot Noir,,10.95,,,Clay Creek,,,,/owif/images/109950?size=300,,,Pardon Our Interruption
110164,Comtesse Duchatel Saint-Julien,"Intense red colour. Magnificent aromas of red fruit mixed with spicy notes. This wine is characterised by its balance, rich tannins, and remarkable aromatic expression. Long, elegant finish.",30.5,,,Comtesse Duchatel,,,,/owif/images/110164?size=300,,,Pardon Our Interruption
110223,Condado de Oriza Crianza,"Rubinröd i färgen med en bouquet av intensivt rostade kryddor, särskilt kryddnejlika och kanel, i kombination med delikata aromer av choklad och mogna mörka bär. Dessa aromer återfinns även i smaken. Vinet är saftigt och fruktigt med mogna, välintegrerade tanniner, medelfyllig kropp och en lång, sammetslen, söt och kryddig eftersmak.",10.5,,,Condado de Oriza,,,,/owif/images/110223?size=300,,,Pardon Our Interruption
109945,Condado de Oriza Gran Reserva,"Elegant doft med aromer av körsbär, plommon, vanilja och en aning peppar. Balanserade tanniner, kryddighet och lång eftersmak.",15.95,,,Condado de Oriza,,,,/owif/images/109945?size=300,,,Pardon Our Interruption
109978,Condado De Oriza Reserva,"Condado de Oriza Reserva är tillverkad av Tempranillo-druvor (Tinta del País) som noggrant valts ut från 20 år gamla vinstockar. Druvorna väljs noggrant för att genomgå en fem dagars macerationsprocess. Jäsning vid en kontrollerad temperatur (26-28 ºC) garanterar en smakprofil typisk för druvsorten. Vinet lagras sedan i 24 månader i amerikanska och franska ekfat innan buteljering. Vinet avslutar sin åldringsprocess i flaskan, där det förblir i 12 månader.Den mörkt rubinröda färgen har subtila orange nyanser. Doften är en mångfacetterad kombination av körsbär och torkade plommon, kompletterad med toner av balsamico och kryddor. Dessa blandas med smaker av mocka, rostat bröd, karamell och rök samt en antydan av peppar. Smaken följer doften och innehåller även örter och läder. Vinet har kraftiga men mycket väl integrerade tanniner, medelhög syra och en lång, sammetslen eftersmak.",12.95,,,Condado de Oriza,,,,/owif/images/109978?size=300,,,Pardon Our Interruption
108943,Cono Sur 20 Barrels Cabernet Sauvignon,"Stor fyllig smak med mjuka, fylliga och runda tanniner. Helt underbart  , intensiv smak, med massor av körsbär och hallon, nyanser av krydda som vitpeppar och en ton av rökighet.",19.95,,,Cono Sur,,,,/owif/images/108943?size=300,,,Pardon Our Interruption
107725,Cono Sur Bicicleta Cabernet Sauvignon,"Fruktig smak med inslag av svarta vinbär, färska örter, choklad och plommon. Mjuka tanniner med en lång eftersmak. ",8.95,,,Cono Sur,,,,/owif/images/107725?size=300,,,Pardon Our Interruption
117449,Cono Sur Bicicleta Riesling,"Torr, hög syra, citruskaraktär, nektarinkaraktär, inslag av gröna äpplen, lätt örtighet, mineralig.FRISKT & FRUKTIGT",8.2,,,Cono Sur,,,,/owif/images/117449?size=300,,,Pardon Our Interruption
118353,Cono Sur Bicicleta Riesling BIB,"Torr, hög syra, citruskaraktär, nektarinkaraktär, inslag av gröna äpplen, lätt örtighet, mineralig.FRISKT & FRUKTIGT",23.5,,,Cono Sur,,,,/owif/images/118353?size=300,,,Pardon Our Interruption
117448,Cono Sur Bicicleta Sauvignon Blanc,"Elegant, uttrycksfull och klädd i en grön-gul nyans imponerar denna Sauvignon Blanc med sina citrusdoftande toner av grapefrukt och grönt äpple, som smälter samman med örtiga inslag. I munnen utmärker sig särskilt dess fräschör och balans, tillsammans med citrustoner och ett behagligt mineraliskt avslut.",8.5,,,Cono Sur,,,,/owif/images/117448?size=300,,,Pardon Our Interruption
107993,Cono Sur Ocio,"Fyllig, medelhöga tanniner, skogsbärig, tranbärig, mörka plommontoner, lätt lakritston, ekig",43.95,,,Cono Sur,,,,/owif/images/107993?size=300,,,Pardon Our Interruption
109879,Cono Sur Ocio Magnum,"Fyllig, medelhöga tanniner, boysenbärig, tranbärig, mogna plommontoner, toner av kakaobönor, svag violton, ekig, generös. Mystigt och syltigt. ",109.0,,,Cono Sur,,,,/owif/images/109879?size=300,,,Pardon Our Interruption
118231,Cono Sur Riesling Gewurztraminer Viognier,"Torr, hög syra, klementinkaraktär, mangokaraktär, blommig, kryddig",8.2,,,Cono Sur,,,,/owif/images/118231?size=300,,,Pardon Our Interruption
109235,Cono Sur Single Vineyard Pinot Noir,"Medelfyllig, medelhöga tanniner, skogsbärig, körsbärig, inslag av svartpeppar, svag ekighet, lätt violton. Bärigt och friskt. ",11.95,,,Cono Sur,,,,/owif/images/109235?size=300,,,Pardon Our Interruption
119142,Cono Sur Single Vineyard Riesling,"Friskt och fruktigt. Torr, hög syra, limekaraktär, persikakaraktär, mogna pärontoner, svag örtighet, något mineralig",11.95,,,Cono Sur,,,,/owif/images/119142?size=300,,,Pardon Our Interruption
109983,Costers de L'Anima Pinot Noir,"With the perfect climate and soils we elaborate this extraordinary 100% Pinot Noir from Catalunya, Spain. This lovely Pinot Noir, probably the best in Spain, were fermented in stainless steal tanks of 1000 liters.  Aged in 500 liters new French oak barrels for 9 months. On the palate it is soft and silky, with a firm acidity with intense red fruit flavors, subtle tannins and a long and elegant finish.",39.95,,,Josep Ferrer,,,,/owif/images/109983?size=300,,,Pardon Our Interruption
119917,Côté Aix Rosé,"Ljus och kristallklar roséfärg med intensiva, aromatiska inslag av citrus och mineralitet – typiskt för roséviner från Aix‑regionen. Smaken är livlig, mineraldriven och avslutas elegant med frisk citruskryddighet och en lätt sälta. Ekologiskt odlad på en blandning av Syrah, Grenache och Cinsault från kalkrik lera, vilket ger en komplex men lätt kropp. Perfekt som aperitif eller till grillad fisk, skaldjur, ljust kött, medelhavsrätter och fräscha sallader",12.95,,,Giambagli,,,,/owif/images/119917?size=300,,,Pardon Our Interruption
127141,Cote des Roses Rosé,"Torr, medelhög syra, hallonkaraktär, toner av jordgubbskaka, lätta rödvinbärstoner",11.95,,,Gerard Bertrand,,,,/owif/images/127141?size=300,,,Pardon Our Interruption
110230,"Côtes du Rhône Est-Quest, André Brunel","A wine with a radiant character and remarkable intensity. The blend of Grenache and Cinsault elegantly expresses crisp red fruit aromas, while Syrah adds structure and depth to the finish. It has a lively and subtle textured and offers a harmonious balance between freshness and body.  A red wine that is both indulgent and refined, perfect for sharing moments of enjoyment with ease.",11.5,,,André Brunel,,,,/owif/images/110230?size=300,,,Pardon Our Interruption
109973,Coto Mayor Crianza,"Intensiv körsbärsfärg; i doften uppvisar den mogen frukt i sylt med en bakgrund av röda frukter, med en ton av lagring, rostad fat och vanilj. På gommen är den smakrik, fyllig, balanserad, med en god eftersmak.",9.5,,,El Coto,,,,/owif/images/109973?size=300,,,Pardon Our Interruption
109974,Coto Mayor Gran Reserva,"Fyllig, höga tanniner, mogen tranbärighet, surkörsbärskaraktär, blåbärig, toner av kakaobönor, svag läderton, lätt vaniljton",21.95,,,El Coto,,,,/owif/images/109974?size=300,,,Pardon Our Interruption
110231,"Cuvée Sabrine, André Brunel","With its deep purple colour, this wine reveals an expressive bouquet of red fruits, violet, and pepper. It is fresh, complex, and refined - an ideal companion to everyday meals. The tannins are smooth and well-balanced, leading to an elegant finish that unfolds with layered aromas.Combining strength with finesse, it pairs beautifully with steaks and remains easy to enjoy on any occasion.",18.95,,,André Brunel,,,,/owif/images/110231?size=300,,,Pardon Our Interruption
119658,Deep Roots Finest Selection Riesling,"Torr, mycket hög syra, citruskaraktär, aprikosig, vitvinbärig.Friskt och fruktigt.",12.5,,,Deep Roots,,,,/owif/images/119658?size=300,,,Pardon Our Interruption
118596,Deep Roots Riesling,"Torr, mycket hög syra, citronkaraktär, inslag av gula plommon, lätt ton av gröna päron, svag mineralton.NYANSERAT & STRUKTURERAT",9.95,,,Deep Roots,,,,/owif/images/118596?size=300,,,Pardon Our Interruption
110237,"Descombe Brouilly ""Piemont""",,19.95,,,Famille Descombe,,,,/owif/images/110237?size=300,,,Pardon Our Interruption
119612,Devil's Rock Riesling BIB,"The grapes are harvested under perfect conditions invineyards in the wonderful german wine region Pfalz.Soft golden-yellow.Modern interpretation of the classic Rieslinggrape. Fresh,fruity with hints of lemon and grapefruit.Full of ripe fruits with soft acidity and long finish.",18.95,,,Devil's Rock,,,,/owif/images/119612?size=300,,,Pardon Our Interruption
110059,Diablo Dark Red,"Fyllig, medelhöga tanniner, toner av mörka körsbär, plommonkaraktär, hallonkaraktär, ton av svartvinbärssylt, mockakaraktär, svag vaniljton",9.95,,,Concha y Toro,,,,/owif/images/110059?size=300,,,Pardon Our Interruption
119618,Diablo Golden Chardonnay,"Halvtorr, medelhög syra, persikakaraktär, mogen karaktär av honungsmelon, lätt blommighet",9.95,,,Concha y Toro,,,,/owif/images/119618?size=300,,,Pardon Our Interruption
119115,Diamanti Grillo Feudo Principi di Butera,"Ett härligt friskt och fruktigt vin, i doften har vi inslag av citrus, ananas och mentol. Komplex smak med både tropisk frukt, citrusfrukter och mineralitet. Eftersmaken är lång och frisk. Perfekt med pastarätter tillagade med grönsaker och lätta rätter av kokt eller rå fisk. Passar även mycket bra till getost. ",9.95,,,Feudo Principi di Butera,,,,/owif/images/119115?size=300,,,Pardon Our Interruption
109819,"Dolcetto Monferrato, Poggio Le Coste","Dolcetto är en mycket speciell druva från Piemonte, massor av frukt och bär, det är ett torrt vin, men du kan hitta de naturliga sötman från frukt och bär i både doft och smak.Det är ett mjukt välbalanserat vin med en lång eftersmak med inslag av bär, mandel och lakrits.Detta vin kan kombineras till mycket, t ex pasta, pizza, kallskuret, fläsk och grytor. ",8.95,,,Poggio Le Coste,,,,/owif/images/109819?size=300,,,Pardon Our Interruption
119797,Domaine Baudouin Petit Chablis,,23.5,,,Domaine Baudouin,,,,/owif/images/119797?size=300,,,Pardon Our Interruption
110165,Domaine Coulange Côtes du Rhône BIB,,21.95,,,Domaine Coulange,,,,/owif/images/110165?size=300,,,Pardon Our Interruption
119773,Domaine de Gagnebert Cabernet d'Anjou,,11.5,,,Domaine de Gagnebert,,,,/owif/images/119773?size=300,,,Pardon Our Interruption
108684,Domaine de L'Ostal Estibals,"In a protected environment, among green oaks and cypress trees, the region has everything it takes to make great wines. In 2002, Jean-Michel Cazes created an estate of 150 ha of which 60 ha are planted with vines and 25 ha with olive trees, on the slopes of the «Petit Causse».L’Ostal Cazes-Estibals is the fruit of the collective parcels of the property in the Minervois appellation. It derives its name from a beautiful parcel in the estate: «Les Estibals».Also included in its composition are the most flexible and the youngest vines not included in the selection of the grand vin.Estibals 2018 is a voluptuous and gourmet wine... This vintage has a beautiful bright and intense color, with red highlights that suggests how crispy is this cuvée.The bouquet is full of fresh and sweet red fruits : intense and velvet. On the palate, the grain of tannins is fine, the structure is smooth and the wine gently coats the palate to reveal all the deliciously fragranced aromas.Definitely a pleasure",9.95,,,J.M. Cazes Sélection,,,,/owif/images/108684?size=300,,,Pardon Our Interruption
108696,Domaine des Sénéchaux Red,"Den gamla vingården Châteauneuf-du-Pape blev världsberömd när påvarna bosatte sig i Avignon 1350. Det blev senare den första franska appellationen d'origine contrôlée 1933 under inflytande av baron Le Roy. Domaine des Sénéchaux ligger i hjärtat av denna berömda appellation och är en av regionens äldsta vingårdar. Det får sitt namn från en av gårdens huvudtomter, som ligger i ”Bois Sénéchaux”-kvarteret.Detta vin har en bländande granat röd färg. Buketten är smickrande och kraftfull, avslöjar aromer av kanderad Morello körsbär och mogna bär i kombination med delikata kryddnoter. En kraftfull attack, utvecklas till jammy röda och mörka bärnoter, blandas med lätta inslag av krydda och peppar. Finishen är elegant och lätt ekad med subtila rostade toner, vilket ger detta vin perfekt balans.Druvsorter: 60% grenache noir, 22% syrah, 17% sörjande, 1% vaccinerad",29.95,,,Domaine des Sénéchaux,,,,/owif/images/108696?size=300,,,Pardon Our Interruption
109875,Domaine Heimbourger Grain d'Argent Bourgogne Pinot Noir,"As the heir to the family property located on the slopes of Chablis, I strive to combine tradition and modernity to produce high-quality wines. Our chalky terroir brings marked mineral flavours to our vintage, mingled with notes of citrus and white flowers which are very characteristic of our appellation. ",22.5,,,Domaine Heimbourger,,,,/owif/images/109875?size=300,,,Pardon Our Interruption
119183,Domaine Heimbourger Les Terres Blanches Chablis,"As the heir to the family property located on the slopes of Chablis, I strive to combine tradition and modernity to produce high-quality wines. Our chalky terroir brings marked mineral flavours to our vintage, mingled with notes of citrus and white flowers which are very characteristic of our appellation.",31.95,,,Domaine Heimbourger,,,,/owif/images/119183?size=300,,,Pardon Our Interruption
105910,Domaine Michel Girault Sancerre,,29.95,,,Domaine Girault,,,,/owif/images/105910?size=300,,,Pardon Our Interruption
119429,Domaine Wiehlé Gewurztraminer Grand Cru,,27.95,,,Domaine Wiehlé,,,,/owif/images/119429?size=300,,,Pardon Our Interruption
119329,Domaine Wiehlé Riesling Grand Cru Sporen,,28.5,,,Domaine Wiehlé,,,,/owif/images/119329?size=300,,,Pardon Our Interruption
110098,Enzo Bartoli Piemonte BIB,,21.95,,,Enzo Bartoli,,,,/owif/images/110098?size=300,,,Pardon Our Interruption
119738,Enzo Bartoli Rosato BIB,,22.95,,,Enzo Bartoli,,,,/owif/images/119738?size=300,,,Pardon Our Interruption
110153,Escape Shiraz Cabernet Sauvignon PET,"Fyllig, medelhöga tanniner, svartvinbärig, björnbärig, toner av mörka körsbär, lätt vaniljton, kryddig. Mustigt och syltigt. ",8.95,,,Origin Wine,,,,/owif/images/110153?size=300,,,Pardon Our Interruption
110204,Esporão Monte Velho Organic,"Djup rubinröd färg. Aromer av mogna röda frukter, såsom körsbär och plommon, med toner av kryddor och jordighet.Mjuk och välbalanserad, med smaker av röda bär, en lätt ton av ek med lång eftersmak.  Tanninerna är mjuka och integrerade, vilket ger en rundad munupplevelse.",9.95,,,Esporão,,,,/owif/images/110204?size=300,,,Pardon Our Interruption
119745,Esporão Reserva Branco,"Torr, hög syra, persikakaraktär, mineralig, nötig. Generöst och rostat. ",15.5,,,Esporão,,,,/owif/images/119745?size=300,,,Pardon Our Interruption
110239,Falua Duas Castas Red,,13.5,,,Falua,,,,/owif/images/110239?size=300,,,Pardon Our Interruption
109930,Famille JM Cazes - Côtes Du Rhône Réserve,"Sedan 2006 har familjen Cazes rest från Bordeaux-vingårdar till Rhône-dalen genom förvärvet av Domaine des Sénéchaux (Châteauneuf-du-Pape). Detta äventyr fortsätter idag med skapandet av en Côtes-du-Rhône (appellation d'Origine Contrôlée). Vingården Côtes-du-Rhône sträcker sig över terrasser, alluviala slätter eller på kullarna. Den stora jordmångfalden (kalksten, lera, rullade stenar, granit, etc.) i samband med kullarnas lutning gör att vinstockarna kan ha en regelbunden vattenförsörjning men också att återvända, under natten, den dagliga lagrade värmen i småstenarna.",9.95,,,J.M. Cazes Sélection,,,,/owif/images/109930?size=300,,,Pardon Our Interruption
119932,Fat Bastard Chardonnay,Ett vin med gyllengul färg. Elegant med aromer av vita frukter som persika och päron.Fyllig struktur med goda fruktsmaker och inslag av vanilj från en kort kontakt med ekfat under lagringen.,9.5,,,Fat Bastard,,,,/owif/images/119932?size=300,,,Pardon Our Interruption
110244,Fat Bastard Pinot Noir,"Ljust rubinrött vin. Aptitretande med aromer av krossade jordgubbar, hallon och körsbär. Mycket elegant och rund mun med lena tanniner med fruktiga smaker. Fin och lång eftersmak.",9.5,,,Fat Bastard,,,,/owif/images/110244?size=300,,,Pardon Our Interruption
110009,Faustino Art Collection Crianza,,11.5,,,Bodegas Faustino,,,,/owif/images/110009?size=300,,,Pardon Our Interruption
110198,Faustino Art Collection Reserva,,12.95,,,Bodegas Faustino,,,,/owif/images/110198?size=300,,,Pardon Our Interruption
109493,Faustino I Gran Reserva 75 Aniversario,"One of the best kept treasures from Bodegas Faustino, Faustino I Gran Reserva 75 Aniversario is a rare 100% Tempranillo from the oldest bush vines from Grupo Faustino, located in the suth-east cliffs from the Sierra de Cantabria. aged in selected new freanch and american barrels from top cooperies during at least 26 months, plus further 8 years in bottle to polish all the tanins and make it velvety, complex and rounded.It shows clean, bright, intense maroon color with ruby glim. Warm on the nose, with wood aromas, spicy and toasted. Berries notes on the background.On the palate is tasty and round. Very balanced, with good structure and acidity. Long finishIt matched perfectly any kind of meat. It also pairs grilled or fried potatoes, mushrooms or ham. Perfect with some tasty or oily fish such as tuna, cod. Medium-aged cheese and berry dessert. Rice and all kind of pasta.",21.5,,,Bodegas Faustino,,,,/owif/images/109493?size=300,,,Pardon Our Interruption
109865,Faustino Icon,"Faustino Icon Edition is a special wine of a top quality of Faustino wine range.The grapes come from a small parcel of 6 hectares, located in Malpica (Rioja Alavesa), that isprotected by the Sierra de Cantabría mountains.The tempranillo vines, still in their original bush vine form, are approximately 35 years old.The vineyard, which is on slope, is found at an altitude of 500m, and has a north-south exposureand low yields of 3,500kg/ha, the equivalent of 1,2kg/ha per vine. The grapes are harvested by hand in cases of 15kg, which reflects the search for the optimal quality.Faustino Icon is a 95% Tempranillo and 5% Graciano grapes. The must is fermented in low -capacity vats at a temperature of 28ºC. After alcoholic and malolatic fermentation the wine remains in French oak barrels for 18 months.Bright with a deep, intense cherry red colour. Intense and complex with warm, ripe forest fruits aromas, spicy notes and hints of wood in the background. The palate is elegant, full offla",23.5,,,Bodegas Faustino,,,,/owif/images/109865?size=300,,,Pardon Our Interruption
110005,Faustino Reserva Travel Retail Exclusive,,14.95,,,Bodegas Faustino,,,,/owif/images/110005?size=300,,,Pardon Our Interruption
109980,Faustino Tempranillo BIB,,21.5,,,Bodegas Faustino,,,,/owif/images/109980?size=300,,,Pardon Our Interruption
110152,Fontanafredda Barbera Nebbiolo BIB,"Fyllig, medelhöga tanniner, kryddig, tranbärig, toner av mörka körsbär. Mustigt och syltigt.",29.95,,,Fontanafredda,,,,/owif/images/110152?size=300,,,Pardon Our Interruption
109729,Fontanafredda Barolo Classico DOC,"Fylligt, med inslag av vanilj och krydda. Smaken är torr, men sammtidigt mjuk och behaglig, välbalanserad med en behaglig och lång eftersmak. ",32.95,,,Fontanafredda,,,,/owif/images/109729?size=300,,,Pardon Our Interruption
109986,Freixenet Cabernet Sauvignon,"Cabernet Sauvignon is the world’s most popular red wine grape, so much appreciated for its fruit concentration and its different styles of wine. Freixenet Cabernet Sauvignon is a perfect example of that grape when it’s young showing an elegant fruit concentration with a long finish. Clean, bright appearance with appealing red cherry color. Ripe fruit aromas of red cherries, plum, cocoa and vanilla. On the mouth, one can taste some spiciness and toastiness but with a velvety base, all well balanced with a long finish.This Cabernet Sauvignon scored secondly in a big tasting competition among Cabernet Sauvignon in this price category at monopoly in Finland, Alko. ",7.95,,,Freixenet SA,,,,/owif/images/109986?size=300,,,Pardon Our Interruption
109912,Freixenet Chianti D.O.C.G.,"This Chianti is a superb red wine made from traditional grapes (mainly Sangiovese) grown in the namesake region, nestled in the sunny vineyards of Tuscany. Its delicate bou- quet has tones of wild berries, complemented by lightly spiced notes and violet aromas, crowned with a delicate finish. This wine matches perfectly with pasta dishes, pizza or meat platters.",9.95,,,Freixenet SA,,,,/owif/images/109912?size=300,,,Pardon Our Interruption
119507,Freixenet Italian Rosé I.G.T. Veneto,This charming Rosé is made from the typical grape varieties of Veneto. It’s a refreshing wine with a subtle perfume and deli- cate palate of red cherries and strawberries. Enjoy it chilled as an aperitivo or serve with light dishes or spicy cuisine,7.95,,,Freixenet SA,,,,/owif/images/119507?size=300,,,Pardon Our Interruption
119324,Freixenet Pinot Grigio D.O.C. Garda,"This Pinot Grigio is an elegant white wine from the pictures- que vineyards of the Garda region. It has a floral and delicate fruity character with subtle hints of crisp citrus. Enjoy it chi- lled for an aperitivo or pair with seafood, vegetarian dishes, fried fish or sushi.",9.95,,,Freixenet SA,,,,/owif/images/119324?size=300,,,Pardon Our Interruption
119502,Freixenet Rosé,"Freixenet Rosé is a Spanish rosé made from Bobal grape with a fresh fruity character. Medium pale intensity color. Elegant aroma of strawberries, fresh fruit and orange blossom. Tasty palate, fruity character of summer fruits like cherries and citrus. The finish is pleasant and refreshing.",7.95,,,Freixenet SA,,,,/owif/images/119502?size=300,,,Pardon Our Interruption
119503,Freixenet Sauvignon Blanc,Sauvignon Blanc is one of the most planted grape varieties in the world. And thanks to that has many different expressions. Freixenet Sauvignon Blanc is a very good example of a warm climate Sauvignon Blanc. Luscious character with intense varietal notes.,7.95,,,Freixenet SA,,,,/owif/images/119503?size=300,,,Pardon Our Interruption
119660,Fresco di Masi Bianco,"Ljust gult i färgen. Frisk doft och smak av ananas, citrusfrukter  och honungspomelo. Fruktigt, blommigt och svalkande. ",11.5,,,Masi Agricola,,,,/owif/images/119660?size=300,,,Pardon Our Interruption
110089,Fresco di Masi Rosso,"Lätt, låga tanniner, hallonkaraktär, körsbärig, björnbärig, lätt blommighet, örtig. Bärigt och friskt.",11.5,,,Masi Agricola,,,,/owif/images/110089?size=300,,,Pardon Our Interruption
110011,Frescobaldi Nipozzano Riserva,"Nippozzano har en intensiv rubinröd färg. Doften har karaktär av röda och svarta bär så som bigarråer, hallon, blåbär, röda och svarta vinbär. Dessa följs upp av delikata citrustoner som adderar en härlig friskhet. Det finns blommiga toner av viol och rosor. Avslutningsvis finns en delikat boquet av svartpeppar och balsamico som följs av sensationell elegant fräschör.",16.5,,,Frescobaldi,,,,/owif/images/110011?size=300,,,Pardon Our Interruption
119930,Fuzzy Duck Sauvignon Blanc Colombard BIB,"Ett trevligt, uppfriskande och lättdrucket vin med precis lagom mycket av Sauvignon Blancs aromatiska karaktär. Ljus färg. Doften bjuder på örtiga toner och citrusfrukter. Den fruktiga smaken har inslag av grön päron och en lätt touch av persika.",18.95,,,Origin Wine,,,,/owif/images/119930?size=300,,,Pardon Our Interruption
127290,Gassier Coteaux d'Aix en Provence,"Attraktiv, klar rosé. Citrontoner i doften. Uppfriskande i munnen med tydliga aromer av röda frukter (jordgubbar, hallon, röda vinbär). Den bär denna fruktighet hela vägen genom sin aromatiska avslutning.",11.95,,,Gassier,,,,/owif/images/127290?size=300,,,Pardon Our Interruption
110090,Gerard Bertrand Heritage Tautavel,"Fyllig, höga tanniner, bärig, kryddig. Fyllig och Kraftig.",14.5,,,Gerard Bertrand,,,,/owif/images/110090?size=300,,,Pardon Our Interruption
